Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate,Date
February,Economy,UK,UK,174.75,LUFTHANSA GERMAN AIRLINES,Science & Research Group,01/11/11
February,Economy,UK,UK,266.81,FLYBE BRITISH EUROPEAN,Strategic Director Border,03/02/12
March,Economy,UK,EEA,525.9,SAS SCANDINAVIAN AIRLINES,Strategic Director Border,24/01/11
February,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,HMIC,28/07/11
March,Economy,UK,UK,65,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,29/03/11
February,Economy,UK,UK,111.55,BRITISH AIRWAYS,Strategic Director Border,11/07/11
February,Economy,UK,UK,149.03,EASYJET,Strategic Director Border,01/02/12
February,Business Class,UK,UK,204.35,BRITISH AIRWAYS,HROD,11/06/12
February,Economy,UK,EEA,251.27,BRITISH AIRWAYS,OSCT,11/03/11
February,Economy,UK,UK,266.81,FLYBE BRITISH EUROPEAN,Strategic Director Border,12/09/12
February,Economy,UK,UK,104,FLYBE BRITISH EUROPEAN,Strategic Director Border,13/01/11
February,Economy,Non EEA,Non EEA,178.4,UNITED AIRLINES,Strategic Director Border,13/06/11
February,Economy,UK,Non EEA,59,BRITISH AIRWAYS,Policy & Strategy,23/09/11
February,Economy,UK,UK,113.7,FLYBE BRITISH EUROPEAN,Policy & Strategy,22/07/12
February,Premium Economy,UK,Non EEA,1616.27,VIRGIN ATLANTIC,Strategic Director Border,20/12/11
February,Premium Economy,UK,Non EEA,1616.27,VIRGIN ATLANTIC,Strategic Director Border,30/11/11
February,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,HMIC,13/04/11
February,Economy,UK,UK,60.74,EASYJET,Finance & Commercial Group,18/07/12
March,Economy,UK,EEA,188.27,BRITISH AIRWAYS,Immigration Group,06/06/11
March,Economy,UK,Non EEA,228.31,MONTENEGRO AIRLINES,International Directorate,18/01/11
February,Economy,UK,UK,210.5,BRITISH AIRWAYS,Science & Research Group,03/02/12
June,Economy,UK,UK,76.01,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,04/03/12
June,Economy,UK,UK,76.01,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,23/05/12
February,Economy,EEA,Non EEA,20.6,CARIBBEAN AIRLINES,Strategic Director Border,21/08/12
February,Economy,UK,UK,249.93,BRITISH AIRWAYS,Strategic Director Border,30/12/11
February,Economy,UK,UK,243.85,BRITISH AIRWAYS,Strategy & Reform Directorate,08/07/12
February,Business Class,UK,UK,204.35,BRITISH AIRWAYS,HROD,24/09/12
March,Economy,UK,UK,104.01,FLYBE BRITISH EUROPEAN,OSCT,23/04/11
February,Economy,UK,UK,157.35,BRITISH AIRWAYS,Strategic Director Border,21/07/11
March,Business Class,UK,Non EEA,3523.5,BRITISH AIRWAYS,Immigration Group,08/05/12
February,Economy,UK,UK,86.43,BRITISH AIRWAYS,Strategic Director Border,30/04/12
February,Economy,UK,UK,73.03,EASYJET,Science & Research Group,22/04/11
February,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,09/04/12
February,Economy,UK,EEA,281.27,BRITISH AIRWAYS,UKBA,04/06/11
February,Economy,UK,EEA,277.9,KLM-ROYAL DUTCH AIRLINES,Resource Management Group,08/12/11
February,Economy,UK,EEA,132.41,RYANAIR,Policy & Strategy,05/03/12
February,Economy,UK,UK,111.51,FLYBE BRITISH EUROPEAN,Immigration Group,02/04/11
February,Economy,UK,EEA,93.3,BRITISH AIRWAYS,SIG,14/05/11
February,Economy,UK,UK,193.94,FLYBE BRITISH EUROPEAN,Strategic Director Border,06/08/11
February,Economy,UK,UK,193.2,BRITISH AIRWAYS,OSCT,14/05/11
February,Economy,UK,UK,225.54,BRITISH AIRWAYS,Policy & Strategy,21/12/11
March,Economy,UK,UK,63.85,BRITISH AIRWAYS,Science & Research Group,08/06/11
February,Economy,UK,EEA,380.57,BRITISH AIRWAYS,Immigration Group,24/06/12
February,Business Class,UK,UK,286.43,BRITISH AIRWAYS,Immigration Group,13/03/11
February,Economy,UK,UK,174.35,BRITISH AIRWAYS,Immigration Group,06/09/12
March,Economy,UK,UK,76.01,FLYBE BRITISH EUROPEAN,OSCT,31/05/11
March,Economy,UK,UK,87.1,EASTERN AIRWAYS,HMIC,28/09/12
February,Economy,UK,UK,82,BRITISH AIRWAYS,International Group,17/02/12
February,Economy,UK,Non EEA,268.21,BRITISH AIRWAYS,Resource Management Group,05/09/12
February,Economy,UK,UK,94.43,BRITISH AIRWAYS,Strategic Director Border,15/08/12
February,Economy,UK,UK,116.35,BRITISH AIRWAYS,Immigration Group,23/09/12
February,Economy,UK,UK,78.91,FLYBE BRITISH EUROPEAN,Strategic Director Border,16/07/12
March,Economy,UK,UK,101.35,BRITISH AIRWAYS,HROD,08/08/11
February,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,HMIC,19/05/11
February,Business Class,UK,UK,254.35,BRITISH AIRWAYS,Criminal & Detention Group,01/09/12
February,Economy,UK,UK,205.9,BMI,Strategic Director Border,14/05/11
February,Economy,UK,UK,257.49,BRITISH AIRWAYS,Immigration Group,03/06/12
February,Economy,UK,UK,197.97,FLYBE BRITISH EUROPEAN,Strategic Director Border,30/09/11
February,Economy,EEA,UK,110,KLM-ROYAL DUTCH AIRLINES,SIG,18/01/11
February,Economy,UK,Non EEA,527.93,LUFTHANSA GERMAN AIRLINES,Policy & Strategy,25/07/11
February,Business Class,UK,UK,154.55,BRITISH AIRWAYS,OSCT,09/03/12
February,Economy,EEA,Non EEA,20.6,CARIBBEAN AIRLINES,Strategic Director Border,01/06/12
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,OSCT,18/03/12
February,Economy,UK,UK,221.5,BRITISH AIRWAYS,HMIC,27/10/11
March,Economy,UK,UK,74.35,BRITISH AIRWAYS,Criminal & Detention Group,24/05/11
February,Economy,UK,UK,254.49,BRITISH AIRWAYS,Immigration Group,21/08/11
March,Economy,UK,UK,73,BRITISH AIRWAYS,Strategic Director Border,24/09/12
March,Economy,UK,UK,74.35,BRITISH AIRWAYS,Policy & Strategy,08/03/11
February,Economy,UK,EEA,277.9,KLM-ROYAL DUTCH AIRLINES,Resource Management Group,08/06/12
February,Business Class,UK,UK,208.35,BRITISH AIRWAYS,HROD,15/01/12
February,Economy,UK,EEA,290.87,BRITISH AIRWAYS,UKBA,15/06/12
February,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,15/03/12
February,Economy,UK,UK,174.51,FLYBE BRITISH EUROPEAN,Resource Management Group,01/04/12
March,Economy,UK,UK,70.5,BRITISH AIRWAYS,OSCT,05/07/12
February,Economy,UK,UK,283.35,BRITISH AIRWAYS,Criminal & Detention Group,18/06/12
March,Economy,UK,UK,128.51,FLYBE BRITISH EUROPEAN,Immigration Group,08/07/12
February,Economy,UK,UK,157.35,BRITISH AIRWAYS,HROD,19/08/12
March,Economy,UK,UK,104.35,BRITISH AIRWAYS,Resource Management Group,30/08/12
February,Economy,UK,EEA,580.57,BRITISH AIRWAYS,Immigration Group,18/05/12
March,Economy,UK,EEA,189.37,LOT-POLISH AIRLINES,UKBA,05/09/11
March,Economy,UK,UK,80.35,BRITISH AIRWAYS,Criminal & Detention Group,29/01/12
February,Economy,UK,EEA,251.27,BRITISH AIRWAYS,UKBA,02/07/12
February,Economy,UK,EEA,380.47,BRITISH AIRWAYS,Strategic Director Border,27/07/12
March,Economy,Non EEA,Non EEA,184.3,SRILANKAN AIRLINES,International Group,09/07/11
February,Economy,UK,UK,194.54,BRITISH AIRWAYS,Strategy & Reform Directorate,26/04/12
February,Economy,UK,EEA,180.21,BRITISH AIRWAYS,UKBA,25/08/11
March,Economy,UK,UK,73,BRITISH AIRWAYS,HROD,28/02/12
February,Economy,UK,EEA,234.07,BRITISH AIRWAYS,International Directorate,26/04/12
March,Economy,UK,UK,100.01,FLYBE BRITISH EUROPEAN,Science & Research Group,13/02/12
March,Economy,UK,UK,94.91,FLYBE BRITISH EUROPEAN,Strategic Director Border,24/11/11
February,Economy,UK,UK,95.43,BRITISH AIRWAYS,Strategic Director Border,22/12/11
February,Economy,UK,UK,113.55,BRITISH AIRWAYS,Strategic Director Border,19/02/12
March,Economy,UK,UK,135.21,FLYBE BRITISH EUROPEAN,Science & Research Group,25/04/12
February,Economy,UK,UK,340.9,BMI,Strategic Director Border,21/03/11
March,Premium Economy,UK,Non EEA,913.77,BRITISH AIRWAYS,International Group,10/07/12
February,Economy,UK,UK,244.94,FLYBE BRITISH EUROPEAN,Strategic Director Border,18/09/12
February,Economy,UK,UK,133.55,BRITISH AIRWAYS,Science & Research Group,13/12/11
March,Economy,UK,UK,135.21,FLYBE BRITISH EUROPEAN,Science & Research Group,14/12/11
February,Business Class,UK,UK,261.35,BRITISH AIRWAYS,Criminal & Detention Group,31/07/12
April,Economy,UK,UK,74.15,FLYBE BRITISH EUROPEAN,OSCT,15/05/11
March,Economy,UK,UK,111.51,FLYBE BRITISH EUROPEAN,Immigration Group,17/05/12
February,Economy,UK,UK,286.01,FLYBE BRITISH EUROPEAN,HMIC,24/11/11
February,Economy,UK,Non EEA,645.09,EMIRATES,International Group,01/01/11
March,Economy,UK,UK,263.2,BRITISH AIRWAYS,HROD,24/03/11
March,Business Class,UK,Non EEA,2887.67,QATAR AIRWAYS,Strategic Director Border,20/11/11
February,Economy,UK,UK,78.91,FLYBE BRITISH EUROPEAN,Strategic Director Border,02/11/11
February,Economy,UK,UK,121.4,EASTERN AIRWAYS,Policy & Strategy,14/08/11
March,Economy,UK,UK,70.7,FLYBE BRITISH EUROPEAN,Strategic Director Border,09/11/11
March,Economy,UK,EEA,138.27,BRITISH AIRWAYS,International Group,29/09/11
March,Economy,UK,UK,142.53,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,22/02/11
March,Economy,UK,EEA,172.81,MALEV,Immigration Group,27/02/12
February,Economy,UK,UK,160.59,BMI,Strategic Director Border,09/07/11
March,Economy,UK,EEA,344.37,BRITISH AIRWAYS,Immigration Group,13/08/12
March,Economy,UK,UK,135.21,FLYBE BRITISH EUROPEAN,Science & Research Group,02/10/11
February,Business Class,UK,EEA,290.4,BMI,Strategic Director Border,10/02/12
February,Economy,UK,UK,263.19,BRITISH AIRWAYS,Strategic Director Border,23/05/11
February,Economy,UK,UK,60,BRITISH AIRWAYS,Strategy & Reform Directorate,14/11/11
March,Economy,UK,UK,128.51,FLYBE BRITISH EUROPEAN,Immigration Group,07/10/11
March,Economy,UK,UK,135.21,FLYBE BRITISH EUROPEAN,Science & Research Group,13/01/11
March,Economy,UK,EEA,138.27,BRITISH AIRWAYS,International Group,24/09/12
February,Economy,UK,Non EEA,450.33,KLM-ROYAL DUTCH AIRLINES,Strategic Director Border,23/08/11
February,Economy,UK,UK,116,BMI,HROD,17/09/11
March,Economy,UK,UK,137.23,FLYBE BRITISH EUROPEAN,Strategic Director Border,13/08/11
February,Economy,UK,UK,135.34,FLYBE BRITISH EUROPEAN,Strategic Director Border,14/10/11
March,Economy,UK,UK,60.69,BRITISH AIRWAYS,OSCT,07/05/12
February,Economy,UK,UK,127,BMI,Strategic Director Border,03/10/11
February,Economy,UK,UK,276.62,BRITISH AIRWAYS,Immigration Group,15/02/12
February,Economy,UK,UK,319,BRITISH AIRWAYS,Strategic Director Border,27/05/12
February,Economy,UK,UK,210.2,BRITISH AIRWAYS,Science & Research Group,14/04/11
February,Economy,UK,UK,144.55,BRITISH AIRWAYS,Science & Research Group,12/03/11
February,Economy,UK,UK,127,BMI,Strategic Director Border,26/01/12
March,Economy,UK,UK,121.35,BRITISH AIRWAYS,HROD,06/10/11
March,Economy,UK,UK,126.35,BRITISH AIRWAYS,HROD,12/08/11
March,Economy,UK,UK,100.01,FLYBE BRITISH EUROPEAN,Science & Research Group,19/03/12
February,Economy,UK,UK,128.89,AIR FRANCE,Science & Research Group,24/11/11
February,Economy,UK,Non EEA,1278.31,VIRGIN ATLANTIC,Strategic Director Border,14/08/11
February,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,HMIC,20/12/11
March,Economy,UK,UK,175.9,EASTERN AIRWAYS,Strategic Director Border,23/08/11
February,Economy,UK,UK,184.43,BRITISH AIRWAYS,Strategic Director Border,19/07/12
February,Economy,UK,UK,186.43,BRITISH AIRWAYS,Group HR,26/08/12
March,Economy,UK,UK,100.35,BRITISH AIRWAYS,Strategic Director Border,27/07/12
February,Economy,UK,UK,248.51,FLYBE BRITISH EUROPEAN,Immigration Group,12/02/11
February,Economy,UK,UK,146.35,BRITISH AIRWAYS,Immigration Group,29/10/11
March,Economy,UK,UK,121.35,BRITISH AIRWAYS,HROD,12/06/11
March,Economy,UK,EEA,141.03,EASYJET,Resource Management Group,17/08/11
February,Economy,UK,UK,21,FLYBE BRITISH EUROPEAN,HMIC,11/02/12
March,Economy,UK,UK,44.59,BMI,Immigration Group,28/04/12
March,Economy,UK,UK,175.51,FLYBE BRITISH EUROPEAN,Strategic Director Border,04/02/11
March,Economy,UK,UK,138.51,FLYBE BRITISH EUROPEAN,Immigration Group,15/12/11
February,Economy,UK,UK,240.51,FLYBE BRITISH EUROPEAN,Immigration Group,28/12/11
March,Economy,UK,UK,78,BMI,Strategic Director Border,22/02/11
February,Economy,UK,EEA,398.53,LUFTHANSA GERMAN AIRLINES,Science & Research Group,08/06/11
April,Premium Economy,UK,Non EEA,1679.33,BRITISH AIRWAYS,OSCT,03/02/12
March,Economy,UK,UK,190.51,FLYBE BRITISH EUROPEAN,Immigration Group,28/12/11
March,Economy,UK,UK,182,EASTERN AIRWAYS,Strategic Director Border,12/02/11
March,Economy,UK,UK,47.74,EASYJET,Immigration Group,12/10/11
February,Economy,UK,Non EEA,895.71,BRITISH AIRWAYS,Strategic Director Border,28/04/12
February,Economy,UK,UK,252.73,BRITISH AIRWAYS,Policy & Strategy,05/09/12
February,Economy,UK,UK,240.51,FLYBE BRITISH EUROPEAN,Immigration Group,16/09/12
March,Economy,UK,EEA,312.17,BRITISH AIRWAYS,International Group,14/01/11
February,Economy,UK,UK,206,BMI,HROD,17/09/12
April,Economy,UK,UK,64.5,FLYBE BRITISH EUROPEAN,Immigration Group,07/06/12
February,Economy,UK,UK,93.03,EASYJET,Science & Research Group,25/08/12
March,Economy,UK,UK,111.35,BRITISH AIRWAYS,Immigration Group,03/06/12
March,Economy,UK,UK,86.43,BRITISH AIRWAYS,Strategic Director Border,24/03/11
March,Economy,UK,EEA,315.37,BRITISH AIRWAYS,Immigration Group,18/06/12
March,Economy,UK,UK,111.35,BRITISH AIRWAYS,Immigration Group,16/04/11
February,Economy,UK,UK,254.23,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,04/12/11
March,Economy,UK,UK,198.01,FLYBE BRITISH EUROPEAN,Immigration Group,04/07/12
February,Business Class,UK,UK,172.35,BRITISH AIRWAYS,Strategic Director Border,06/05/12
February,Economy,UK,UK,175.51,FLYBE BRITISH EUROPEAN,Strategic Director Border,06/06/12
February,Economy,UK,UK,210.43,BRITISH AIRWAYS,Strategic Director Border,16/09/11
February,Economy,UK,UK,234,BMI,Strategic Director Border,11/06/11
March,Economy,UK,UK,100.01,FLYBE BRITISH EUROPEAN,Immigration Group,29/10/11
April,Business Class,UK,Non EEA,3282.84,CONTINENTAL AIRLINES,Science & Research Group,20/11/11
February,Economy,UK,EEA,398.53,LUFTHANSA GERMAN AIRLINES,Science & Research Group,05/06/11
March,Economy,UK,UK,138.51,FLYBE BRITISH EUROPEAN,Immigration Group,10/09/11
February,Economy,UK,UK,154.54,BRITISH AIRWAYS,Immigration Group,12/04/11
February,Economy,UK,UK,141.35,BRITISH AIRWAYS,HROD,24/06/12
March,Economy,UK,EEA,391.47,BRITISH AIRWAYS,Strategic Director Border,08/07/11
March,Economy,UK,UK,86.43,BRITISH AIRWAYS,Strategic Director Border,13/09/11
March,Economy,UK,UK,120.34,FLYBE BRITISH EUROPEAN,Immigration Group,12/01/12
March,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,08/05/11
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group,17/01/12
February,Economy,UK,UK,234.59,BMI,Strategic Director Border,08/08/11
March,Economy,UK,UK,86.43,BRITISH AIRWAYS,Strategic Director Border,18/11/11
February,Economy,UK,UK,150.23,FLYBE BRITISH EUROPEAN,Strategic Director Border,20/04/11
March,Economy,UK,UK,64.5,BRITISH AIRWAYS,Policy & Strategy,04/08/11
February,Economy,UK,Non EEA,297.37,TURKISH AIRLINES,Policy & Strategy,27/05/11
February,Economy,UK,UK,207.23,FLYBE BRITISH EUROPEAN,Strategic Director Border,12/01/11
March,Economy,UK,UK,121.99,FLYBE BRITISH EUROPEAN,Immigration Group,02/06/11
March,Economy,UK,EEA,60,BRITISH AIRWAYS,Strategic Director Border,15/08/11
February,Economy,UK,UK,116.7,FLYBE BRITISH EUROPEAN,HMIC,30/04/11
March,Economy,UK,UK,92.7,FLYBE BRITISH EUROPEAN,Strategic Director Border,07/04/12
February,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Resource Management Group,18/11/11
March,Economy,Non EEA,Non EEA,390.2,JET AIRWAYS,International Group,12/08/12
February,Economy,UK,EEA,1116.5,BMI,Strategic Director Border,08/05/12
March,Economy,Non EEA,UK,70,AIR ALGERIE,International Group,19/01/11
February,Economy,UK,UK,295.59,BMI,Legal Advisors Branch,25/07/11
March,Economy,UK,UK,190.51,FLYBE BRITISH EUROPEAN,Immigration Group,18/06/12
February,Economy,UK,UK,15,FLYBE BRITISH EUROPEAN,Immigration Group,09/09/12
February,Economy,UK,UK,210.23,BRITISH AIRWAYS,OSCT,11/07/12
May,Economy,UK,Non EEA,1428.13,AIR CANADA,Strategic Director Border,20/07/12
February,Economy,UK,UK,237.53,FLYBE BRITISH EUROPEAN,Resource Management Group,13/07/11
March,Economy,UK,UK,202.62,BRITISH AIRWAYS,Immigration Group,07/01/11
February,Economy,UK,Non EEA,895.71,BRITISH AIRWAYS,Strategic Director Border,02/10/11
February,Economy,UK,UK,110.03,EASYJET,Resource Management Group,10/02/11
March,Economy,UK,UK,105.01,FLYBE BRITISH EUROPEAN,Immigration Group,07/05/11
March,Economy,UK,UK,164.23,FLYBE BRITISH EUROPEAN,Strategic Director Border,17/09/12
February,Business Class,UK,UK,238.35,BRITISH AIRWAYS,Criminal & Detention Group,22/09/11
February,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Resource Management Group,01/10/12
March,Economy,UK,UK,101.35,BRITISH AIRWAYS,HROD,03/07/11
March,Economy,UK,UK,206.81,FLYBE BRITISH EUROPEAN,Strategic Director Border,15/10/11
March,Premium Economy,UK,Non EEA,1296.67,BRITISH AIRWAYS,OSCT,07/07/12
February,Economy,UK,UK,210.43,BRITISH AIRWAYS,Group HR,18/07/12
March,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,11/09/11
February,Economy,UK,UK,240.51,FLYBE BRITISH EUROPEAN,Strategic Director Border,28/07/12
March,Economy,UK,EEA,273.96,AIR FRANCE,Immigration Group,31/05/12
March,Economy,UK,UK,48.85,BRITISH AIRWAYS,SIG,30/05/12
March,Economy,UK,UK,126.35,BRITISH AIRWAYS,HROD,19/02/11
March,Business Class,UK,Non EEA,1163.27,QATAR AIRWAYS,International Group,27/08/11
March,Economy,UK,EEA,109,BRITISH AIRWAYS,Strategic Director Border,26/01/12
April,Economy,UK,UK,81.51,FLYBE BRITISH EUROPEAN,Immigration Group,12/06/12
March,Economy,UK,UK,100.01,FLYBE BRITISH EUROPEAN,Science & Research Group,04/08/11
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Science & Research Group,26/02/12
May,Economy,UK,EEA,110.21,BRITISH AIRWAYS,Strategic Director Border,20/05/12
March,Economy,UK,UK,112.1,BMI,Strategic Director Border,02/09/12
March,Economy,UK,EEA,273.96,AIR FRANCE,Immigration Group,11/02/12
February,Economy,UK,EEA,243.89,EASYJET,Strategic Director Border,14/08/11
March,Economy,UK,UK,49.5,BMI,Immigration Group,24/10/11
March,Economy,UK,UK,136.35,BRITISH AIRWAYS,Criminal & Detention Group,09/05/12
February,Economy,UK,Non EEA,150.31,CROATIA  AIRLINES,International Directorate,03/02/12
March,Economy,UK,UK,75.99,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,02/06/12
March,Economy,UK,UK,121.35,BRITISH AIRWAYS,Strategic Director Border,25/02/12
March,Economy,UK,UK,293.49,BRITISH AIRWAYS,OSCT,02/04/12
May,Economy,UK,Non EEA,1584.13,AIR CANADA,Strategic Director Border,25/01/12
February,Economy,UK,EEA,422.3,BMI,UKBA,02/02/11
February,Business Class,UK,EEA,698.97,BRITISH AIRWAYS,Strategic Director Border,22/09/12
March,Economy,UK,Non EEA,394.67,BRITISH AIRWAYS,Science & Research Group,14/07/12
March,Economy,UK,UK,44.93,BRITISH AIRWAYS,HMIC,22/04/12
February,Economy,UK,UK,210.43,BRITISH AIRWAYS,Group HR,16/02/11
March,Economy,UK,EEA,506.17,BRITISH AIRWAYS,International Group,26/08/12
March,Economy,UK,UK,135.21,FLYBE BRITISH EUROPEAN,Science & Research Group,04/05/11
March,Economy,UK,UK,169.5,BRITISH AIRWAYS,HMIC,08/03/11
February,Economy,UK,EEA,388.87,AIR MALTA,Strategic Director Border,23/07/12
February,Economy,UK,UK,184.43,BRITISH AIRWAYS,Strategic Director Border,18/05/11
March,Business Class,UK,Non EEA,2342.67,QATAR AIRWAYS,Strategic Director Border,04/05/12
February,Economy,UK,UK,218.94,FLYBE BRITISH EUROPEAN,Strategic Director Border,30/06/11
February,Business Class,UK,UK,208.35,BRITISH AIRWAYS,Finance & Commercial Group,29/10/11
March,Economy,UK,UK,190.51,FLYBE BRITISH EUROPEAN,Immigration Group,30/04/11
February,Business Class,UK,UK,189.93,BRITISH AIRWAYS,Strategic Director Border,30/04/12
February,Economy,UK,UK,187,BMI,Strategic Director Border,27/11/11
March,Economy,UK,UK,90.35,BRITISH AIRWAYS,Strategic Director Border,17/06/12
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,15/06/12
February,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,14/03/11
March,Economy,UK,EEA,157.07,BRITISH AIRWAYS,Strategic Director Border,23/05/12
March,Economy,UK,UK,188.7,FLYBE BRITISH EUROPEAN,Immigration Group,26/09/11
February,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,HMIC,01/11/11
March,Economy,UK,UK,136.31,FLYBE BRITISH EUROPEAN,OSCT,28/05/11
February,Economy,UK,UK,234.59,BMI,Legal Advisors Branch,25/03/12
February,Economy,UK,UK,237.53,FLYBE BRITISH EUROPEAN,Resource Management Group,01/03/11
February,Economy,UK,UK,237.53,FLYBE BRITISH EUROPEAN,Resource Management Group,03/07/12
March,Economy,UK,UK,57.74,EASYJET,Strategic Director Border,30/10/11
March,Economy,UK,UK,107.59,BMI,Strategic Director Border,22/04/11
February,Economy,UK,EEA,312.97,AIR MALTA,Strategic Director Border,28/05/11
February,Business Class,UK,UK,208.35,BRITISH AIRWAYS,Criminal & Detention Group,22/07/12
March,Economy,UK,UK,25,BRITISH AIRWAYS,Strategy & Reform Directorate,01/07/11
March,Economy,UK,UK,60,BRITISH AIRWAYS,Strategy & Reform Directorate,10/03/11
February,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,03/05/12
March,Economy,UK,UK,117.01,FLYBE BRITISH EUROPEAN,HMIC,25/10/11
March,Economy,UK,EEA,431.8,BMI,International Group,06/05/11
February,Economy,UK,EEA,312.97,AIR MALTA,Strategic Director Border,15/08/12
March,Economy,UK,EEA,200.2,BMI,International Directorate,08/07/11
February,Economy,UK,UK,210.23,BRITISH AIRWAYS,OSCT,07/08/12
April,Economy,UK,EEA,174.95,AIR FRANCE,Strategic Director Border,12/04/11
March,Economy,UK,UK,142.5,BRITISH AIRWAYS,HMIC,25/04/12
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Science & Research Group,04/02/12
February,Economy,UK,UK,151.31,FLYBE BRITISH EUROPEAN,Strategic Director Border,14/01/12
April,Economy,UK,UK,113.99,BRITISH AIRWAYS,Group HR,13/05/11
March,Economy,UK,UK,100.01,FLYBE BRITISH EUROPEAN,Science & Research Group,01/08/11
March,Economy,UK,UK,96.51,FLYBE BRITISH EUROPEAN,Immigration Group,18/03/11
February,Economy,Non EEA,Non EEA,178.4,UNITED AIRLINES,Strategic Director Border,25/03/11
February,Business Class,Non EEA,UK,782,BRITISH AIRWAYS,Strategic Director Border,12/06/11
February,Business Class,Non EEA,UK,750,BRITISH AIRWAYS,Strategic Director Border,17/11/11
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Science & Research Group,18/05/12
